Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Churn
56.0,1,23.0,0,1,0,0,1,93.23,2154.89,1,1,0,0,0
44.0,1,26.0,0,0,1,2,3,90.52,2348.24,1,0,1,0,0
27.0,1,7.0,1,1,1,0,1,116.56,828.47,0,1,0,1,1
43.0,1,44.0,1,0,0,0,2,39.09,1706.37,1,0,1,1,0
36.0,1,27.0,1,1,1,0,3,21.65,586.71,1,1,0,0,0
56.0,0,26.0,1,1,1,2,1,52.23,1345.72,0,0,0,0,0
20.0,0,36.0,0,0,1,0,1,34.97,1250.58,0,0,1,1,0
62.0,0,55.0,1,0,0,1,3,74.85,4111.62,0,1,0,0,0
30.0,1,64.0,1,1,1,0,0,109.88,7047.53,0,0,1,1,0
67.0,0,57.0,0,1,1,2,2,88.82,5075.82,1,0,0,0,0
45.0,1,69.0,1,1,1,1,2,33.58,2325.76,1,1,0,1,0
43.65553060078607,1,61.0,0,1,1,0,2,31.61,1928.54,0,0,0,0,0
45.0,0,2.0,0,0,1,0,2,111.14,224.16,0,1,0,0,1
25.0,0,55.0,0,0,1,2,2,68.76,3794.46,0,0,1,0,0
58.0,1,38.0,0,1,1,0,2,112.37,4277.07,1,0,1,0,0
56.0,1,29.0,1,0,1,2,1,93.62,2715.16,1,1,1,0,0
18.0,0,26.0,1,1,1,0,0,119.33,3117.45,1,1,0,0,0
20.0,0,35.0,1,1,0,1,3,107.12,3757.35,0,1,0,1,0
30.0,0,67.0,1,1,0,0,1,61.42,4117.56,1,0,1,1,0
45.0,0,29.0,0,0,1,1,2,95.82,2774.19,1,1,1,0,0
66.0,1,34.0,0,0,1,0,3,67.12,2276.59,1,0,1,0,0
42.0,0,41.0,1,1,1,0,0,43.31,1772.35,1,1,1,0,0
50.0,0,41.0,1,1,0,0,2,44.1,1812.67,1,0,1,0,0
43.65553060078607,0,23.0,0,0,0,0,0,69.59,1382.15,1,0,0,0,0
23.0,1,71.0,1,1,1,0,2,31.15,2197.21,0,0,0,0,0
61.0,1,3.0,1,1,0,0,2,37.78,93.87,1,0,0,0,0
62.0,1,58.0,1,0,0,2,2,70.06,4053.97,0,1,0,1,0
49.0,1,32.0,1,0,0,0,1,115.39,3688.4,1,1,0,1,0
62.0,0,31.0,0,1,1,1,0,77.77,2422.83,1,0,0,0,0
64.0,1,43.0,1,1,1,0,0,60.85,2613.75,0,1,0,1,0
38.0,0,7.0,0,1,1,0,3,44.27,312.44,1,0,1,1,0
33.0,0,1.0,1,1,0,0,2,39.59,43.77,0,0,1,1,0
38.0,0,61.0,0,0,0,2,0,85.84,5226.0,0,0,0,0,0
28.0,0,14.0,1,1,1,2,3,104.83,1482.22,0,1,0,0,0
54.0,1,52.0,0,0,1,0,2,59.89,3107.63,1,1,0,1,0
53.0,1,6.0,1,1,1,1,0,75.07,466.02,1,0,0,0,1
52.0,1,10.0,1,1,1,0,2,90.67,905.44,0,1,1,1,1
36.0,0,71.0,1,1,1,0,2,25.83,1830.55,1,0,0,0,0
37.0,0,30.0,1,0,1,0,2,55.09,1641.59,1,1,0,0,0
35.0,0,21.0,1,1,1,0,0,92.98,1954.55,0,1,0,0,0
64.0,0,60.0,1,1,0,0,0,88.46,5330.14,1,1,0,0,0
58.0,0,63.0,1,1,1,1,3,25.33,1599.93,1,0,0,1,0
66.0,1,42.0,1,1,1,0,2,43.78,1841.46,0,0,1,0,0
31.0,0,51.0,1,1,1,1,0,88.0,4481.33,0,0,1,1,0
32.0,1,64.0,1,1,0,0,0,47.14,3022.88,0,0,0,1,0
48.0,0,56.0,1,1,1,0,3,101.44,5682.22,1,0,0,0,0
18.0,0,41.0,1,1,0,1,1,22.95,940.32,0,0,1,0,0
20.0,1,32.0,1,1,1,2,1,39.03,1253.91,1,1,0,0,0
33.0,1,15.0,1,1,0,2,3,48.13,703.79,1,0,0,0,0
40.0,0,62.0,1,1,0,0,1,112.53,6975.85,0,1,1,0,0
28.0,0,27.0,0,1,1,1,3,99.63,2678.04,1,0,1,0,0
29.0,0,28.0,1,1,0,1,3,108.41,3035.77,1,0,1,1,0
27.0,0,64.0,1,0,1,0,2,64.05,4091.96,0,1,1,0,0
49.0,1,59.0,1,1,1,0,3,102.26,6026.78,0,1,1,0,0
33.0,0,58.0,1,1,1,0,1,105.35,6096.97,0,0,1,1,0
25.0,1,2.0,0,1,1,0,0,60.0,131.16,0,1,1,0,0
55.0,0,36.0,1,0,0,0,0,119.45,4293.42,0,0,0,1,0
29.0,1,71.0,1,0,0,2,2,105.12,2132.26,1,1,0,0,0
41.0,1,13.0,1,1,1,0,2,117.41,1541.64,0,0,0,0,0
45.0,0,15.0,0,1,1,1,2,106.65,1605.43,1,1,0,1,0
25.0,1,60.0,1,1,1,1,2,97.62,5836.85,1,0,0,1,0
45.0,0,22.0,1,0,0,0,3,114.38,2530.21,0,1,0,0,0
53.0,1,63.0,0,0,1,0,2,61.98,3921.22,1,1,0,0,0
43.65553060078607,0,25.0,1,1,0,0,3,98.33,2473.79,1,1,1,0,0
25.0,1,48.0,0,0,1,1,3,41.29,1988.6,1,1,0,0,0
43.65553060078607,0,43.0,1,0,1,2,2,93.28,4000.02,1,1,0,1,0
45.0,0,38.0,0,1,0,0,2,98.54,3744.03,0,0,1,1,0
45.0,1,41.0,0,1,1,2,1,91.65,3743.17,0,1,1,0,0
54.0,1,45.0,1,1,1,0,2,104.98,4715.44,0,0,0,0,0
58.0,1,40.0,0,1,1,1,2,61.33,2442.09,0,1,1,1,0
53.0,1,17.0,0,0,1,0,1,74.48,1259.89,0,0,1,0,0
44.0,0,57.0,1,1,0,0,1,21.07,1202.63,0,1,0,1,0
34.0,1,2.0,1,0,1,0,0,34.61,64.77,0,0,0,0,0
26.0,0,62.0,1,0,1,0,2,84.42,5229.16,0,0,0,1,0
50.0,1,9.0,1,1,1,0,2,76.23,683.16,0,1,0,1,1
37.0,0,68.0,1,1,1,1,1,39.73,2716.63,0,1,0,1,0
30.0,0,17.0,1,0,0,0,1,44.35,775.59,0,1,1,1,0
45.0,0,50.0,0,0,0,1,3,69.59,2715.99,0,1,0,1,0
65.0,0,40.0,0,0,0,0,2,91.64,3668.96,1,1,0,0,0
46.0,1,58.0,1,1,1,1,2,80.97,4687.85,0,1,0,0,0
30.0,1,21.0,1,1,1,1,2,26.96,573.84,0,0,1,1,0
63.0,0,18.0,1,1,1,1,0,69.59,1723.06,0,1,0,0,0
43.65553060078607,1,55.0,1,0,0,0,2,46.27,2537.74,0,1,0,0,0
23.0,1,29.0,1,1,1,0,1,87.18,2548.24,1,1,0,1,0
35.0,0,24.0,0,0,1,2,2,32.34,762.6,1,0,0,0,0
68.0,1,17.0,0,1,0,0,0,119.79,2011.9,1,1,1,1,0
22.0,1,18.0,1,0,1,0,2,28.03,511.89,0,0,0,1,0
64.0,1,42.0,1,1,1,0,3,94.17,3951.46,1,0,0,0,0
42.0,0,45.0,1,1,1,1,2,74.13,3329.39,1,0,0,1,0
19.0,1,17.0,0,1,1,1,0,28.59,513.35,0,1,0,0,0
27.0,0,14.0,1,1,1,1,3,22.68,324.82,0,0,1,1,0
47.0,1,49.0,1,1,1,0,2,56.27,2756.64,0,1,1,0,0
67.0,1,29.0,0,1,1,0,1,100.22,2899.3,0,0,0,0,0
62.0,1,4.0,1,1,1,2,3,24.12,100.94,0,0,0,1,0
22.0,0,20.0,1,1,0,0,1,90.44,1791.47,0,1,1,0,0
50.0,0,47.0,1,0,1,0,1,85.54,4015.22,0,0,1,0,0
18.0,1,9.0,1,1,0,0,1,46.55,418.58,1,0,0,0,0
35.0,0,27.0,0,1,1,0,2,27.75,751.38,1,1,0,0,0
49.0,1,15.0,1,0,1,0,2,111.53,1671.53,0,1,0,1,0
64.0,0,19.0,0,1,0,0,1,50.03,943.64,0,0,0,0,0
66.0,0,52.0,1,0,1,0,3,31.14,1628.49,0,0,0,1,0
28.0,1,26.0,1,1,1,0,2,88.15,2275.38,1,0,1,1,0
38.0,1,26.0,1,1,0,2,0,41.67,1080.64,1,0,0,1,0
43.0,1,26.0,1,1,1,0,2,67.56,1751.38,0,1,1,0,0
42.0,1,46.0,1,1,1,0,0,25.04,1161.96,1,0,0,0,0
39.0,0,49.0,1,1,1,1,1,119.3,5841.11,1,0,0,1,0
43.65553060078607,0,53.0,1,1,0,2,0,64.76,3436.66,1,1,0,1,0
66.0,0,3.0,1,1,0,0,2,119.91,363.06,0,1,0,1,1
30.0,1,66.0,1,1,1,2,3,58.57,3847.27,0,0,0,1,0
50.0,1,42.0,1,1,1,0,3,54.79,2300.52,0,0,0,1,0
51.0,0,19.0,1,1,1,0,3,111.46,2100.31,0,0,1,1,0
58.0,1,17.0,1,1,1,0,2,52.95,903.66,0,1,0,1,0
52.0,0,33.0,1,1,1,0,3,63.2,2078.3,0,1,1,0,0
18.0,0,49.0,0,1,1,1,3,27.81,1374.56,0,0,0,0,0
38.0,0,56.0,0,1,1,0,3,115.55,6468.99,1,0,1,0,0
65.0,0,63.0,0,1,1,0,1,28.52,1789.06,1,1,1,0,0
23.0,0,3.0,1,1,0,1,3,97.12,303.36,0,0,0,1,1
45.0,1,49.0,1,1,1,0,2,73.86,3610.42,1,0,1,0,0
34.0,1,55.0,1,1,1,2,0,26.14,1446.65,0,0,1,1,0
43.65553060078607,1,26.0,1,1,1,2,0,20.17,529.1,0,0,0,0,0
48.0,0,52.0,1,1,0,0,2,113.56,5901.47,0,1,0,0,0
43.65553060078607,0,7.0,1,1,0,2,0,94.22,646.18,0,0,1,0,1
55.0,0,46.0,0,1,0,0,2,88.64,4089.86,1,1,0,0,0
20.0,0,46.0,0,1,1,0,2,63.86,2942.56,1,0,0,0,0
40.0,1,16.0,1,1,0,0,1,43.86,694.04,0,1,0,1,0
54.0,1,24.0,1,0,1,1,1,87.99,2114.21,1,0,0,0,0
54.0,0,61.0,1,0,1,1,3,80.83,4940.69,1,0,1,0,0
27.0,0,54.0,0,1,1,0,0,92.63,5003.14,0,0,1,1,0
27.0,0,62.0,1,1,0,0,1,56.58,3510.34,0,0,1,0,0
36.0,1,1.0,0,1,0,0,1,118.69,129.01,0,1,1,0,1
34.0,1,49.0,0,0,0,2,3,26.7,1323.67,0,0,1,1,0
38.0,1,25.0,0,1,0,2,3,27.97,698.05,1,1,1,0,0
31.0,0,10.0,0,0,1,1,3,111.69,1103.53,0,1,0,0,1
26.0,0,16.0,1,1,1,1,2,84.77,1343.29,1,0,0,1,0
63.0,1,58.0,0,1,1,0,3,52.63,3045.63,0,0,0,0,0
18.0,0,29.0,1,1,0,0,0,96.2,2780.45,1,0,1,0,0
68.0,1,6.0,1,1,1,0,1,65.28,374.86,0,0,1,0,0
62.0,0,16.0,0,1,0,1,1,22.11,372.24,0,0,0,0,0
30.0,1,20.0,0,1,1,0,2,85.11,1707.48,0,0,1,1,0
21.0,0,71.0,1,1,1,0,3,44.31,3140.77,0,0,0,1,0
18.0,1,43.0,0,0,1,2,2,31.53,1355.46,1,0,0,1,0
66.0,1,26.0,1,1,1,2,2,42.53,1087.92,1,1,0,1,0
57.0,1,71.0,1,1,0,0,1,67.62,4812.59,0,0,1,0,0
49.0,1,33.0,0,1,1,1,2,24.99,805.17,0,0,1,0,0
51.0,1,26.0,1,0,1,2,0,108.32,2821.42,0,1,0,0,0
45.0,1,45.0,0,0,1,0,2,75.99,3401.17,1,1,1,1,0
48.0,0,63.0,1,1,1,0,3,49.3,3101.76,0,0,1,1,0
25.0,0,67.0,1,1,1,0,0,88.7,5955.33,1,1,0,0,0
56.0,0,52.0,0,1,1,0,2,100.42,5205.5,0,1,1,0,0
43.0,1,68.0,0,1,0,2,2,81.39,5533.03,1,1,0,0,0
51.0,1,26.0,1,1,1,0,2,40.25,1052.78,0,1,1,0,0
20.0,0,2.0,1,0,1,0,0,31.03,66.7,1,0,1,0,0
67.0,1,14.0,0,1,1,0,1,105.99,1484.56,0,1,1,0,0
29.0,1,30.0,1,1,1,0,1,43.47,1309.06,1,1,1,0,0
18.0,1,49.0,1,1,1,0,1,22.01,1072.38,1,0,1,0,0
61.0,1,12.0,1,0,1,1,1,84.29,1030.81,0,1,1,1,0
22.0,1,44.0,0,1,1,0,1,35.29,1536.65,1,0,1,0,0
47.0,0,33.0,1,1,0,1,3,119.1,3941.92,0,0,1,1,0
47.0,0,13.0,1,1,1,1,3,106.97,1392.5,1,0,0,1,0
34.0,0,26.0,0,1,0,0,3,80.84,2108.01,0,0,0,1,0
65.0,0,21.0,1,0,0,1,1,103.39,2179.14,1,1,1,1,0
64.0,0,28.0,1,1,1,1,2,67.05,2132.26,1,1,1,0,0
40.0,1,48.0,1,0,1,0,2,98.85,4736.69,0,1,0,0,0
32.0,1,40.0,0,1,1,0,1,84.65,3383.14,1,1,0,0,0
54.0,1,66.0,1,1,1,1,2,22.86,1494.24,1,0,0,1,0
38.0,1,23.0,1,0,0,2,1,114.88,2639.26,0,1,1,1,0
31.0,0,48.0,1,1,0,0,0,106.09,5095.55,0,0,0,0,0
19.0,0,2.0,1,1,1,0,2,115.34,236.75,1,1,0,1,1
28.0,0,20.0,1,1,1,0,0,93.14,1866.71,0,1,0,0,0
68.0,1,59.0,1,1,1,0,1,61.21,3593.84,0,1,1,0,0
56.0,0,46.0,0,1,1,0,2,40.7,1866.58,1,1,0,0,0
55.0,1,3.0,1,0,0,0,0,38.0,107.38,0,0,1,0,0
51.0,0,55.0,1,0,1,0,1,34.49,1883.85,0,0,1,0,0
55.0,0,12.0,0,1,1,0,2,42.06,496.36,1,0,0,1,0
67.0,1,40.0,1,1,0,0,2,75.06,3002.41,1,0,1,0,0
51.0,1,66.0,1,1,1,0,2,88.37,5846.56,1,0,0,0,0
35.0,0,16.0,0,1,1,0,2,51.41,813.03,0,0,0,1,0
47.0,0,34.0,0,1,1,0,2,74.87,2534.29,1,1,0,1,0
32.0,1,44.0,0,1,1,2,0,54.13,2375.73,0,1,1,0,0
44.0,0,6.0,0,1,0,2,2,89.65,541.27,0,0,1,0,1
68.0,0,64.0,1,1,0,0,1,118.85,2132.26,1,1,1,1,0
51.0,1,22.0,0,1,1,0,2,88.9,1954.93,0,1,0,0,0
69.0,0,18.0,1,1,0,0,3,25.9,4517.4,0,1,0,0,0
55.0,1,12.0,1,0,1,0,0,67.72,800.31,1,1,1,0,0
50.0,0,52.0,0,1,0,0,1,97.04,5047.96,1,0,0,0,0
41.0,1,51.0,1,1,0,0,3,74.22,3795.17,0,1,0,0,0
32.0,0,71.0,1,1,1,1,2,115.11,2132.26,1,1,1,0,0
47.0,1,48.0,1,1,0,0,1,25.48,1211.22,1,1,0,0,0
59.0,0,19.0,0,1,1,0,2,49.12,934.68,1,0,0,1,0
43.65553060078607,1,6.0,0,1,1,1,2,42.07,242.12,1,0,0,0,0
34.0,0,27.0,1,0,0,1,3,96.76,2603.53,1,1,0,0,0
22.0,0,53.0,1,1,0,0,0,72.38,3826.31,0,0,1,0,0
46.0,0,48.0,1,1,0,0,2,33.83,1620.5,0,1,0,1,0
21.0,0,7.0,1,1,0,0,3,48.56,331.1,1,0,0,1,0
27.0,0,59.0,0,0,1,0,3,72.27,4288.72,1,0,1,0,0
43.65553060078607,0,69.0,1,0,1,0,1,119.61,2132.26,1,0,0,0,0
27.0,0,11.0,0,0,0,0,2,56.43,630.61,1,1,1,1,0
34.0,0,15.0,0,1,1,0,2,35.68,528.6,1,1,0,1,0
37.0,0,64.0,1,0,0,1,3,69.71,4483.77,1,1,0,0,0
43.65553060078607,1,3.0,0,1,1,1,2,51.02,156.45,0,1,0,0,0
22.0,1,69.0,1,1,0,0,0,76.6,5293.77,1,1,0,0,0
51.0,0,23.0,1,0,1,0,0,66.67,1527.5,1,1,1,0,0
43.65553060078607,1,53.0,0,0,0,0,0,88.95,4724.11,1,1,1,1,0
19.0,0,37.0,1,1,1,0,1,111.43,4126.26,1,0,0,0,0
30.0,0,9.0,1,1,0,0,1,40.05,356.66,0,1,0,0,0
60.0,1,15.0,1,1,1,2,3,102.12,1521.0,1,0,1,0,0
60.0,0,3.0,0,1,1,1,1,114.93,342.41,0,0,0,1,1
65.0,0,70.0,1,1,0,2,2,57.36,4011.97,1,0,1,1,0
28.0,1,17.0,1,0,0,1,0,31.37,541.98,0,0,0,0,0
68.0,1,26.0,1,1,0,2,3,102.19,2654.62,0,0,0,0,0
43.65553060078607,0,21.0,0,0,1,1,1,90.11,1873.09,1,0,0,0,0
43.65553060078607,1,21.0,1,0,1,2,3,41.27,873.13,1,1,0,0,0
33.0,1,11.0,0,1,1,0,0,64.52,722.65,0,0,1,1,0
48.0,0,38.0,1,0,1,0,1,77.8,2939.74,1,0,0,0,0
28.0,1,35.0,0,1,0,0,0,36.99,1312.7,0,1,0,0,0
33.0,1,14.0,1,1,1,2,0,91.49,1294.83,1,1,0,0,0
25.0,0,14.0,1,1,1,0,2,88.99,1239.55,1,0,0,0,0
21.0,1,10.0,0,1,1,0,2,108.71,1075.93,1,0,1,1,1
43.65553060078607,1,12.0,0,0,1,0,1,76.73,931.29,0,0,0,0,0
21.0,0,38.0,1,0,1,1,0,77.43,2928.64,1,1,0,0,0
42.0,0,34.0,1,1,1,0,3,81.94,2779.28,1,0,0,0,0
20.0,0,41.0,1,0,1,1,2,47.38,1929.43,0,1,0,0,0
49.0,1,10.0,1,1,1,2,2,95.86,958.66,1,0,0,0,1
20.0,0,17.0,0,0,0,2,2,86.25,1480.9,1,1,1,0,0
44.0,0,17.0,1,1,1,0,3,103.91,2132.26,1,0,0,1,0
46.0,1,67.0,1,1,1,0,2,96.86,6499.8,0,1,1,1,0
49.0,0,62.0,1,1,0,0,2,83.86,5195.8,0,1,0,0,0
67.0,0,1.0,1,1,0,0,2,36.09,37.06,1,1,1,1,0
68.0,0,12.0,1,1,0,0,3,69.59,1330.66,1,1,1,1,0
36.0,0,4.0,1,0,0,1,2,56.72,225.91,0,0,1,0,0
38.0,1,42.0,0,1,1,0,3,116.43,4882.6,0,1,1,0,0
22.0,0,13.0,1,0,0,2,1,60.19,780.87,1,1,1,1,0
35.0,0,4.0,1,0,1,2,3,34.59,136.07,1,1,0,1,0
45.0,1,69.0,0,1,1,0,1,108.48,2132.26,1,0,1,1,0
59.0,0,19.0,1,1,0,2,1,69.59,1911.77,0,1,0,0,0
39.0,1,2.0,1,0,1,1,2,98.63,2149.4,0,1,1,1,1
38.0,1,12.0,1,1,0,0,2,28.94,361.44,1,0,1,0,0
23.0,1,6.0,1,1,0,0,3,107.93,665.53,1,0,0,0,1
18.0,0,8.0,1,1,1,0,2,79.64,651.31,1,0,1,1,1
22.0,1,51.0,0,1,0,0,3,67.04,3418.82,1,0,1,1,0
43.65553060078607,1,11.0,1,0,1,1,2,111.32,1223.27,1,1,0,0,1
29.0,1,63.0,1,1,1,0,0,86.6,5458.15,0,0,1,1,0
43.0,0,57.0,1,1,0,1,2,33.3,1895.99,1,0,0,0,0
63.0,0,12.0,1,1,1,0,1,71.95,853.0,0,0,1,0,0
51.0,0,2.0,0,0,0,0,2,83.66,170.29,1,1,0,1,1
66.0,0,8.0,1,0,1,0,1,109.86,863.22,0,0,1,1,1
31.0,0,11.0,1,1,1,0,2,47.99,529.27,0,1,0,0,0
43.0,0,53.0,1,1,0,0,2,99.42,5259.31,1,0,1,1,0
62.0,0,10.0,1,1,1,0,2,99.98,998.99,0,1,1,1,1
44.0,1,8.0,1,1,1,2,2,32.8,264.31,1,1,0,1,0
26.0,1,36.0,1,1,1,1,2,21.72,778.39,0,0,0,0,0
43.0,1,14.0,1,0,0,0,0,78.14,1077.55,0,1,1,0,0
64.0,1,54.0,1,1,1,0,1,98.95,5331.42,1,0,1,1,0
39.0,0,21.0,1,1,0,0,0,75.44,1588.82,0,0,0,0,0
64.0,1,50.0,1,0,1,0,2,101.33,5060.93,0,0,1,1,0
47.0,1,39.0,1,1,0,1,1,82.23,3212.58,0,1,0,0,0
60.0,1,20.0,1,1,0,2,1,85.33,1706.7,0,0,0,1,0
65.0,1,7.0,0,1,1,1,3,22.82,157.76,1,0,0,1,0
34.0,0,9.0,1,1,1,0,3,28.86,263.22,0,1,1,0,0
43.0,0,1.0,0,0,0,2,2,92.5,85.75,0,0,0,1,1
53.0,0,26.0,1,1,0,0,1,96.28,2507.28,0,1,1,1,0
18.0,1,38.0,1,1,1,2,3,74.22,2816.16,0,1,1,0,0
25.0,0,38.0,1,1,0,0,1,79.02,3028.12,1,0,0,0,0
66.0,1,61.0,1,0,0,0,2,81.44,4956.5,1,0,0,0,0
52.0,0,44.0,0,1,0,0,2,30.5,1338.43,0,1,1,0,0
69.0,0,44.0,1,1,0,0,2,86.79,3815.59,0,1,1,0,0
32.0,0,62.0,1,0,1,1,2,67.85,4193.18,1,0,0,1,0
64.0,0,6.0,1,1,0,1,0,80.25,488.76,0,1,1,1,1
39.0,0,17.0,0,0,1,0,3,76.31,1292.98,0,1,0,1,0
31.0,1,51.0,1,1,1,1,2,96.3,4887.5,0,0,0,1,0
43.0,0,38.0,1,1,1,0,3,51.86,1977.63,0,1,0,0,0
45.0,1,24.0,1,1,1,0,2,57.35,1370.04,0,0,1,1,0
40.0,1,51.0,1,1,1,2,1,59.16,3016.11,0,1,0,0,0
31.0,1,10.0,1,1,1,2,1,96.25,969.27,0,0,0,1,1
41.0,1,21.0,1,1,1,0,2,63.11,1321.66,1,1,1,1,0
19.0,1,70.0,1,1,0,0,1,37.71,2635.97,1,0,0,0,0
62.0,0,57.0,1,1,1,0,2,118.3,6767.75,1,1,1,1,0
43.0,0,39.0,0,1,1,1,0,69.34,2682.72,1,0,1,1,0
31.0,0,33.0,1,0,1,2,1,30.92,1007.5,1,0,0,0,0
68.0,0,59.0,1,1,1,0,2,87.03,5123.85,0,0,0,0,0
24.0,1,18.0,0,0,1,2,2,93.92,1708.45,0,1,1,0,0
20.0,0,56.0,0,1,1,0,2,70.02,3914.67,1,0,0,0,0
64.0,0,57.0,1,1,0,0,2,84.65,4827.45,0,1,0,0,0
40.0,1,48.0,0,1,0,2,3,37.27,1784.22,1,0,0,1,0
63.0,1,42.0,1,0,0,0,1,56.79,2391.21,1,1,1,1,0
60.0,0,27.0,0,0,1,0,3,36.18,976.73,0,1,1,0,0
64.0,0,52.0,1,1,1,1,1,58.72,3055.97,1,1,1,1,0
62.0,1,42.0,0,0,1,0,1,76.28,3216.63,0,0,0,1,0
35.0,0,32.0,0,1,0,0,2,64.25,2060.4,1,0,1,1,0
55.0,0,26.0,1,1,1,2,3,79.32,2054.97,0,1,1,1,0
52.0,0,25.0,1,0,1,1,0,70.18,1757.62,0,0,0,0,0
68.0,0,23.0,0,0,1,2,3,51.78,1215.13,1,0,0,1,0
32.0,1,57.0,1,0,1,0,2,34.34,1963.03,0,0,0,1,0
42.0,1,52.0,1,1,0,0,1,45.27,2355.56,1,1,0,0,0
54.0,1,31.0,1,1,0,2,0,40.07,1228.46,0,0,0,0,0
45.0,0,64.0,1,1,0,0,3,90.74,5814.6,0,0,0,0,0
27.0,0,71.0,1,1,1,0,0,102.0,7250.72,0,1,0,0,0
56.0,0,33.0,1,0,0,0,2,92.04,3040.45,1,0,0,0,0
34.0,0,2.0,1,1,0,0,3,84.37,169.88,1,1,0,0,1
56.0,0,18.0,0,1,0,0,1,50.79,942.55,0,0,1,1,0
39.0,1,47.0,1,1,1,2,1,91.1,4290.25,1,0,1,1,0
43.0,0,33.0,1,1,1,2,2,80.51,2669.23,1,1,0,0,0
61.0,0,35.0,1,1,0,0,3,24.69,864.82,0,1,0,1,0
42.0,1,51.0,1,1,1,1,0,110.76,5647.44,0,1,0,1,0
34.0,0,18.0,1,0,0,2,2,28.0,510.32,1,1,0,1,0
30.0,1,30.0,1,1,0,1,2,70.27,2106.77,1,0,0,1,0
37.0,1,44.0,1,0,1,0,3,71.31,3137.14,0,0,1,1,0
42.0,1,53.0,1,1,1,0,0,103.7,5500.73,0,1,0,1,0
21.0,1,10.0,1,1,1,0,2,111.31,1107.97,0,0,1,1,1
27.0,1,52.0,1,1,0,0,2,113.97,5928.64,1,1,0,1,0
20.0,0,49.0,1,0,0,0,2,76.97,3772.33,1,0,0,1,0
58.0,1,11.0,0,1,1,0,2,87.9,976.57,1,1,0,0,1
62.0,1,66.0,1,1,1,0,2,28.85,1897.99,0,0,0,0,0
35.0,0,58.0,1,1,1,0,2,68.79,3969.82,1,1,1,0,0
64.0,0,36.0,1,1,0,0,2,109.79,3949.33,0,1,0,0,0
53.0,1,33.0,0,0,1,0,1,65.57,2167.78,0,0,1,0,0
64.0,0,47.0,1,0,1,1,2,26.96,1276.76,0,1,0,0,0
39.0,0,13.0,1,1,0,0,3,40.06,513.85,1,0,0,1,0
51.0,1,40.0,1,1,1,2,1,62.95,2523.42,0,0,0,0,0
64.0,1,68.0,1,0,1,2,0,43.75,2986.35,0,0,1,0,0
25.0,0,42.0,1,1,1,1,0,59.23,2495.17,1,0,1,1,0
57.0,1,19.0,0,1,1,1,3,53.3,1004.79,1,1,0,0,0
66.0,1,19.0,0,1,1,2,2,51.89,979.08,0,0,0,0,0
61.0,0,58.0,1,1,0,0,0,29.12,1693.31,1,0,0,1,0
36.0,1,23.0,1,1,0,2,0,108.27,2506.46,1,1,0,0,0
59.0,1,54.0,0,0,0,1,2,89.27,4820.72,1,0,0,1,0
58.0,1,65.0,0,1,0,1,3,82.34,5350.45,1,0,0,1,0
54.0,1,12.0,0,1,1,0,1,80.65,954.1,0,0,1,1,0
23.0,1,24.0,1,0,1,0,2,59.65,1427.96,0,1,1,0,0
69.0,0,34.0,0,1,1,1,3,102.33,3472.07,0,0,0,0,0
43.0,0,53.0,1,1,0,1,3,113.0,5989.27,0,1,1,0,0
51.0,1,8.0,1,1,0,1,1,20.56,149.35,0,0,1,0,0
43.65553060078607,0,18.0,0,1,1,0,1,27.92,499.27,0,0,1,1,0
23.0,1,57.0,1,0,1,0,0,69.59,4977.41,1,1,1,1,0
54.0,1,5.0,0,0,1,0,2,43.61,227.45,0,0,0,0,0
43.65553060078607,1,26.0,1,1,1,0,2,111.17,2881.83,1,0,1,0,0
39.0,1,30.0,0,0,0,0,2,86.74,2596.48,1,0,1,0,0
38.0,1,54.0,1,1,1,0,0,56.83,3071.64,1,1,0,1,0
23.0,0,13.0,1,0,0,0,0,61.53,795.35,1,0,0,0,0
23.0,0,29.0,0,1,1,0,1,89.09,2607.2,1,0,0,1,0
65.0,1,3.0,0,1,0,0,3,34.1,111.61,1,0,1,1,0
21.0,0,58.0,1,1,0,2,0,108.34,6283.89,0,1,1,0,0
47.0,1,2.0,0,1,0,1,3,20.48,44.64,1,1,1,0,0
28.0,0,28.0,1,1,1,1,2,117.89,3277.37,0,0,1,1,0
47.0,1,2.0,1,1,1,0,3,36.76,858.4000000000001,0,1,1,0,0
48.0,0,7.0,1,0,1,1,3,94.21,664.59,0,0,0,0,1
41.0,1,26.0,1,1,1,0,1,23.99,623.01,1,1,0,1,0
26.0,1,16.0,1,0,0,2,2,63.14,1015.9,0,0,0,0,0
20.0,0,23.0,1,1,0,1,1,83.03,1916.57,1,0,0,1,0
43.65553060078607,0,40.0,1,1,1,0,3,27.02,1076.64,0,0,0,0,0
48.0,1,60.0,0,0,1,2,2,64.33,3863.6,0,1,0,0,0
57.0,0,32.0,0,1,1,0,2,50.31,1620.41,1,0,0,1,0
43.65553060078607,1,15.0,1,0,0,0,2,69.82,1051.85,1,0,0,0,0
53.0,0,13.0,1,0,0,1,3,70.46,913.45,1,0,1,1,0
41.0,0,5.0,1,1,1,0,2,98.52,495.57,0,1,1,1,1
48.0,1,52.0,0,1,1,0,3,32.35,1696.02,0,0,0,0,0
