Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,MonthlyCharges_Contract,TenuretoAgeRatio,MonthlyTotallyChargesRatio,TotalServiceUsage
29.0,0,57.0,0,1,0,0,2,90.82,5168.66,1,0,0,1,0.0,1.9655172413793103,0.01757128540085825,1
20.0,1,18.0,1,1,0,0,2,119.55,2159.4,1,1,1,0,0.0,0.9,0.05536260072242289,2
23.0,1,57.0,1,0,1,0,0,69.59,4977.41,1,1,1,1,0.0,2.4782608695652173,0.013981166912108909,2
25.0,0,62.0,1,0,0,0,3,85.49,5304.8,0,0,1,0,0.0,2.48,0.0161155934248228,1
34.0,1,58.0,0,1,1,2,1,69.86,4041.82,0,1,0,0,139.72,1.7058823529411764,0.01728429271961641,2
19.0,0,68.0,0,0,0,2,2,60.01,4076.83,1,1,1,0,120.02,3.5789473684210527,0.014719770017390962,0
29.0,0,16.0,0,0,0,0,1,71.02,1157.15,1,1,1,0,0.0,0.5517241379310345,0.06137492978438404,0
64.0,1,42.0,1,1,1,0,3,94.17,3951.46,1,0,0,0,0.0,0.65625,0.023831697650994823,3
40.0,0,38.0,1,1,0,0,2,51.2,1939.04,0,0,0,1,0.0,0.95,0.0264048188794455,2
43.0,1,19.0,0,1,1,1,3,55.45,1050.46,0,0,0,1,55.45,0.4418604651162791,0.052786398339774956,2
30.0,0,51.0,1,0,0,0,0,29.62,1527.95,0,0,0,0,0.0,1.7,0.019385451094603882,1
27.0,1,46.0,1,1,1,2,3,51.45,2364.31,0,0,0,1,102.9,1.7037037037037037,0.021761105777161203,3
19.0,1,54.0,1,1,1,0,1,32.73,1766.95,0,1,0,1,0.0,2.8421052631578947,0.0185234443532641,3
34.0,1,38.0,0,1,1,1,2,68.42,2592.49,1,1,1,0,68.42,1.1176470588235294,0.026391615782510255,2
21.0,0,13.0,1,1,0,2,0,97.83,1277.83,1,0,0,1,195.66,0.6190476190476191,0.07655947974300181,2
30.0,0,55.0,1,0,0,2,2,47.52,2635.5,1,1,0,0,95.04,1.8333333333333333,0.018030734206033013,1
43.0,1,31.0,1,1,1,1,3,84.05,2608.91,1,1,0,1,84.05,0.7209302325581395,0.03221651954264425,3
46.0,0,20.0,1,0,1,0,1,100.92,2022.63,0,0,1,0,0.0,0.43478260869565216,0.04989543317364026,2
40.0,0,27.0,1,0,0,1,3,92.53,2484.83,1,1,0,0,92.53,0.675,0.037237959940921515,1
42.0,1,56.0,1,1,0,2,3,40.38,2253.59,0,1,1,1,80.76,1.3333333333333333,0.01791807737876011,2
68.0,1,36.0,1,1,1,1,2,71.32,2563.61,0,1,0,0,71.32,0.5294117647058824,0.027820144249710365,3
42.0,1,21.0,0,0,1,0,1,79.24,1649.97,0,0,0,0,0.0,0.5,0.04802511560816257,1
43.65553060078607,1,45.0,1,1,1,2,3,62.8,2827.43,1,1,0,0,125.6,1.0307972295998098,0.022210983118945475,3
55.0,0,19.0,1,1,0,0,3,74.36,1420.06,1,1,0,0,0.0,0.34545454545454546,0.052363984620368155,2
68.0,1,16.0,1,1,1,1,3,25.38,407.65,0,1,1,1,25.38,0.23529411764705882,0.06225929105850607,3
58.0,0,29.0,1,1,1,1,1,22.5,648.97,1,0,0,0,22.5,0.5,0.034670323743778604,3
65.0,1,27.0,0,1,0,0,1,45.88,1254.53,1,0,0,0,0.0,0.4153846153846154,0.03657146501080086,1
62.0,1,49.0,1,0,1,2,0,92.22,4528.96,0,0,1,0,184.44,0.7903225806451613,0.02036229068042111,2
68.0,0,48.0,1,1,0,0,2,23.44,1138.29,1,0,0,1,0.0,0.7058823529411765,0.02059229194669197,2
33.0,1,47.0,1,0,1,0,0,69.59,2322.31,0,1,0,1,0.0,1.4242424242424243,0.029965852965366382,2
25.0,1,2.0,1,1,1,0,2,89.56,179.4,1,1,0,0,0.0,0.08,0.4992196209587514,3
51.0,1,3.0,1,1,1,2,1,53.6,163.25,0,0,0,0,107.2,0.058823529411764705,0.3283307810107198,3
46.0,0,28.0,1,1,0,0,2,106.65,2991.93,1,0,0,0,0.0,0.6086956521739131,0.035645887437206085,2
64.0,0,61.0,1,1,0,0,2,32.86,2006.36,0,0,0,0,0.0,0.953125,0.016377918220060208,2
50.0,0,58.0,1,1,0,0,3,113.18,6550.0,0,0,0,0,0.0,1.16,0.0172793893129771,2
62.0,0,7.0,1,1,0,0,0,59.12,407.69,0,1,1,0,0.0,0.11290322580645161,0.14501214157815986,2
37.0,0,20.0,1,1,1,0,2,100.75,2007.07,0,1,1,0,0.0,0.5405405405405406,0.05019755165489993,3
39.0,1,24.0,0,0,0,0,2,68.61,1640.82,1,0,1,1,0.0,0.6153846153846154,0.041814458624346365,0
68.0,1,46.0,0,1,1,0,0,117.81,5429.34,0,0,0,0,0.0,0.6764705882352942,0.021698770016245067,2
43.0,1,1.0,1,1,0,0,2,55.37,47.97,0,1,0,1,0.0,0.023255813953488372,1.1542630810923493,2
43.65553060078607,0,66.0,1,0,0,0,2,46.26,3040.5,0,0,0,0,0.0,1.5118359367463876,0.015214602861371484,1
29.0,0,34.0,1,1,1,0,1,76.84,2617.86,0,1,0,1,0.0,1.1724137931034482,0.02935221898802839,3
43.65553060078607,0,48.0,1,0,1,2,1,96.36,4615.57,1,1,0,0,192.72,1.0995170449064637,0.020877161434015735,2
66.0,1,42.0,1,1,1,0,2,43.78,1841.46,0,0,1,0,0.0,0.6363636363636364,0.023774613621800094,3
59.0,0,28.0,1,1,0,0,1,103.25,2912.97,0,1,0,0,0.0,0.4745762711864407,0.03544492390927473,2
53.0,0,25.0,1,1,0,2,1,90.21,2250.14,0,0,0,0,180.42,0.4716981132075472,0.04009083879225293,2
43.65553060078607,1,62.0,1,1,1,1,2,27.72,1729.37,1,1,1,1,27.72,1.4202095163375157,0.01602895852246772,3
22.0,0,52.0,1,1,1,2,1,93.18,4852.37,0,1,1,0,186.36,2.3636363636363638,0.019202987406154108,3
29.0,0,51.0,1,0,1,0,1,112.94,5753.56,1,0,1,0,0.0,1.7586206896551724,0.0196295858564089,2
23.0,1,29.0,1,1,1,0,1,87.18,2548.24,1,1,0,1,0.0,1.2608695652173914,0.0342118481775657,3
66.0,0,36.0,1,0,1,0,0,66.31,2377.4,1,0,0,0,0.0,0.5454545454545454,0.02789181458736435,2
30.0,0,8.0,0,1,0,0,1,53.53,417.78,1,1,0,1,0.0,0.26666666666666666,0.12812963760831061,1
38.0,1,25.0,0,1,0,2,3,27.97,698.05,1,1,1,0,55.94,0.6578947368421053,0.04006876298259437,1
43.65553060078607,1,61.0,1,1,1,0,0,86.87,5305.07,1,1,1,0,0.0,1.3973029112352977,0.016374901744934563,3
69.0,1,38.0,1,1,1,0,2,56.66,2168.42,1,1,1,1,0.0,0.5507246376811594,0.02612962433476909,3
57.0,1,32.0,1,1,1,0,3,23.23,752.18,0,1,1,0,0.0,0.5614035087719298,0.030883565104097427,3
33.0,0,8.0,1,1,1,1,2,113.12,913.97,0,1,1,1,113.12,0.24242424242424243,0.1237677385472171,3
24.0,0,25.0,0,1,0,0,2,40.99,1014.08,1,1,1,0,0.0,1.0416666666666667,0.04042087409277374,1
59.0,0,46.0,1,0,0,1,0,33.17,1526.95,0,1,1,0,33.17,0.7796610169491526,0.021723042666753987,1
25.0,1,18.0,0,0,1,2,3,72.1,1298.33,0,0,1,0,144.2,0.72,0.05553287684949127,1
61.0,0,47.0,1,0,0,0,0,86.82,4066.53,1,0,1,0,0.0,0.7704918032786885,0.021349897824435082,1
26.0,1,64.0,1,1,0,0,2,86.42,5524.36,1,1,0,1,0.0,2.4615384615384617,0.015643441050185,2
50.0,0,54.0,0,0,1,0,0,32.95,1773.25,1,0,0,0,0.0,1.08,0.018581700267869733,1
54.0,1,59.0,0,1,0,1,1,75.11,4442.93,1,0,0,1,75.11,1.0925925925925926,0.01690551055272084,1
51.0,0,65.0,1,0,1,0,3,36.19,2355.25,1,0,1,0,0.0,1.2745098039215685,0.015365672433924211,2
20.0,0,21.0,1,0,1,1,2,38.25,801.8,1,1,0,1,38.25,1.05,0.04770516338238963,2
18.0,1,59.0,1,1,0,2,1,62.0,3644.35,1,0,0,0,124.0,3.2777777777777777,0.017012635998188978,2
63.0,1,42.0,1,0,0,0,1,56.79,2391.21,1,1,1,1,0.0,0.6666666666666666,0.023749482479581467,1
40.0,1,37.0,1,1,1,2,2,81.64,3016.73,1,0,1,1,163.28,0.925,0.027062415264209924,3
63.0,0,38.0,1,0,1,1,2,64.65,2464.85,0,1,0,1,64.65,0.6031746031746031,0.026228776598981686,2
26.0,1,37.0,1,0,1,2,2,47.3,1747.8,1,1,1,0,94.6,1.4230769230769231,0.027062592974024486,2
49.0,1,3.0,1,1,1,1,2,100.47,306.61,0,0,1,1,100.47,0.061224489795918366,0.3276801148038224,3
50.0,0,71.0,0,1,0,1,2,111.47,2132.26,1,1,1,0,111.47,1.42,0.05227786480072786,1
33.0,0,8.0,1,1,0,0,0,51.45,406.43,1,1,1,1,0.0,0.24242424242424243,0.12659006470979012,2
19.0,0,53.0,0,1,0,0,0,60.19,3178.44,1,1,0,1,0.0,2.789473684210526,0.018936962786775903,1
52.0,0,18.0,1,1,1,0,0,95.98,1713.89,1,1,0,1,0.0,0.34615384615384615,0.056001260290917156,3
46.0,0,13.0,1,1,1,1,1,49.7,633.75,1,1,1,1,49.7,0.2826086956521739,0.07842209072978304,3
39.0,0,13.0,1,1,0,0,3,40.06,513.85,1,0,0,1,0.0,0.3333333333333333,0.07796049430767733,2
66.0,1,27.0,1,0,1,2,1,55.16,1488.67,1,0,1,0,110.32,0.4090909090909091,0.037053208568722414,2
18.0,1,9.0,1,1,0,0,1,46.55,418.58,1,0,0,0,0.0,0.5,0.11120932677146543,2
43.0,1,33.0,1,1,1,0,2,104.27,3426.84,0,0,0,0,0.0,0.7674418604651163,0.030427449195176894,3
38.0,1,14.0,1,1,1,0,1,61.21,860.29,0,0,1,1,0.0,0.3684210526315789,0.07115042601913309,3
37.0,1,14.0,1,1,0,0,2,72.12,1008.5,1,0,0,1,0.0,0.3783783783783784,0.07151214675260288,2
18.0,0,32.0,1,1,1,1,3,37.32,1191.45,0,1,0,0,37.32,1.7777777777777777,0.03132317764068991,3
35.0,1,4.0,1,0,1,0,2,50.54,200.27,1,0,0,0,0.0,0.11428571428571428,0.2523593149248514,2
49.0,1,47.0,1,1,0,2,3,24.81,1167.05,0,1,0,0,49.62,0.9591836734693877,0.021258729274666894,2
69.0,0,17.0,0,1,0,0,1,53.07,906.17,0,1,0,0,0.0,0.2463768115942029,0.05856516989085933,1
37.0,0,30.0,1,0,1,0,2,55.09,1641.59,1,1,0,0,0.0,0.8108108108108109,0.033558927625046454,2
30.0,1,20.0,0,1,1,0,2,85.11,1707.48,0,0,1,1,0.0,0.6666666666666666,0.04984538618314709,2
33.0,0,65.0,1,1,0,2,2,113.4,7372.15,0,0,1,0,226.8,1.9696969696969697,0.015382215500227208,2
36.0,1,40.0,1,1,0,0,0,104.43,4183.39,0,0,0,1,0.0,1.1111111111111112,0.024963008469207987,2
48.0,1,54.0,0,1,0,0,2,41.1,2218.66,0,1,1,0,0.0,1.125,0.018524695086223217,1
40.0,1,21.0,1,1,1,0,3,104.08,2180.62,1,0,1,0,0.0,0.525,0.047729544808357255,3
37.0,1,44.0,1,0,1,0,3,71.31,3137.14,0,0,1,1,0.0,1.1891891891891893,0.022730895019030074,2
22.0,1,31.0,0,0,0,0,3,114.26,3552.36,1,0,1,1,0.0,1.4090909090909092,0.03216453287392044,0
23.0,1,56.0,1,1,0,2,2,25.99,1463.95,1,0,0,0,51.98,2.4347826086956523,0.01775333857030636,2
54.0,0,6.0,1,0,1,0,3,89.44,531.82,0,0,0,0,0.0,0.1111111111111111,0.16817720281298182,2
49.0,1,70.0,1,0,0,0,2,97.17,6803.27,0,0,1,0,0.0,1.4285714285714286,0.014282837517840685,1
68.0,0,11.0,0,1,1,1,2,37.47,423.92,0,1,1,1,37.47,0.16176470588235295,0.08838931873938478,2
62.0,0,23.0,1,1,1,0,0,119.7,2756.51,1,1,1,0,0.0,0.3709677419354839,0.043424475151550325,3
42.0,0,65.0,1,0,0,0,2,91.19,5932.41,0,1,0,0,0.0,1.5476190476190477,0.015371493204279543,1
43.65553060078607,1,61.0,0,1,1,0,2,31.61,1928.54,0,0,0,0,0.0,1.3973029112352977,0.016390637477055183,2
46.0,0,58.0,0,1,0,1,3,67.11,3894.28,1,0,1,0,67.11,1.2608695652173914,0.01723296732643775,1
41.0,0,39.0,1,1,1,0,2,73.1,2845.82,0,1,1,0,0.0,0.9512195121951219,0.025686796775621787,3
62.0,1,27.0,1,1,1,0,1,35.51,964.73,1,1,0,0,0.0,0.43548387096774194,0.036808226135810015,3
29.0,1,49.0,1,1,1,1,3,39.5,1936.65,1,1,0,0,39.5,1.6896551724137931,0.020396044716391705,3
24.0,1,46.0,1,0,1,1,3,92.2,4253.88,1,0,0,0,92.2,1.9166666666666667,0.021674330258493423,2
26.0,0,26.0,1,1,1,2,0,103.73,2707.33,1,1,1,0,207.46,1.0,0.038314501741568266,3
18.0,0,16.0,1,1,0,2,1,89.27,1442.31,1,0,0,1,178.54,0.8888888888888888,0.061893767636638446,2
54.0,1,24.0,1,0,1,1,1,87.99,2114.21,1,0,0,0,87.99,0.4444444444444444,0.04161838227990597,2
63.0,0,18.0,1,1,1,1,0,69.59,1723.06,0,1,0,0,69.59,0.2857142857142857,0.04038745023388623,3
67.0,0,58.0,0,1,1,2,0,93.25,5410.9,1,1,0,0,186.5,0.8656716417910447,0.017233731911511948,2
57.0,1,19.0,0,1,1,1,3,53.3,1004.79,1,1,0,0,53.3,0.3333333333333333,0.05304591009066571,2
21.0,0,42.0,0,0,0,0,2,118.45,4984.09,1,0,1,1,0.0,2.0,0.02376562220987181,0
31.0,0,24.0,1,0,0,0,0,58.9,1413.97,1,1,0,0,0.0,0.7741935483870968,0.04165576355934001,1
39.0,0,10.0,0,0,1,1,3,39.97,378.36,0,1,0,1,39.97,0.2564102564102564,0.1056401310920816,1
51.0,1,27.0,1,0,0,0,2,118.6,3201.32,1,0,1,0,0.0,0.5294117647058824,0.037047218022565685,1
28.0,1,39.0,1,1,1,0,2,103.88,4063.6,1,1,0,0,0.0,1.3928571428571428,0.025563539718476226,3
22.0,0,25.0,0,0,1,1,2,27.38,691.13,1,0,0,1,27.38,1.1363636363636365,0.039616280583971174,1
43.65553060078607,0,49.0,1,0,0,1,3,100.03,4890.87,0,0,1,0,100.03,1.1224236500086817,0.02045239395036057,1
56.0,0,37.0,0,1,1,1,0,51.54,1892.21,1,0,0,1,51.54,0.6607142857142857,0.027237991554848563,2
66.0,1,4.0,1,0,1,0,3,95.61,380.22,0,1,1,0,0.0,0.06060606060606061,0.25145968123717843,2
50.0,0,71.0,1,1,1,0,2,44.98,3205.49,1,1,0,0,0.0,1.42,0.014032176047967705,3
64.0,0,9.0,1,0,0,2,0,106.61,956.87,0,0,1,1,213.22,0.140625,0.1114153437771066,1
62.0,0,18.0,1,1,1,1,2,101.39,1806.95,0,0,1,0,101.39,0.2903225806451613,0.05611112648385401,3
32.0,0,13.0,1,1,1,0,2,111.62,1452.13,1,1,0,0,0.0,0.40625,0.07686639625928808,3
20.0,0,20.0,1,1,0,1,0,25.76,511.28,0,0,0,0,25.76,1.0,0.05038335158817087,2
19.0,1,60.0,1,1,1,0,2,69.59,5142.99,0,0,1,0,0.0,3.1578947368421053,0.01353103933703935,3
19.0,0,42.0,0,0,1,0,2,41.61,1736.81,0,1,1,1,0.0,2.210526315789474,0.023957715582015305,1
54.0,0,61.0,0,0,0,0,0,63.37,3870.38,1,0,0,0,0.0,1.1296296296296295,0.01637306931102372,0
44.0,0,64.0,0,1,0,1,3,104.21,6673.62,0,0,1,0,104.21,1.4545454545454546,0.015615213332494209,1
38.0,1,4.0,1,0,1,1,1,37.8,158.16,0,0,1,0,37.8,0.10526315789473684,0.23899848254931713,2
47.0,1,19.0,1,1,1,0,2,74.13,1401.42,0,1,0,1,0.0,0.40425531914893614,0.05289634798989595,3
22.0,1,9.0,1,1,1,2,0,98.41,875.42,1,1,0,1,196.82,0.4090909090909091,0.11241461241461241,3
56.0,1,66.0,1,0,1,0,2,105.63,6965.74,1,1,1,0,0.0,1.1785714285714286,0.015164218015602075,2
41.0,0,43.0,1,1,1,2,1,76.17,3294.65,1,1,1,0,152.34,1.048780487804878,0.02311929947035345,3
25.0,1,30.0,1,1,1,1,0,103.59,3112.74,1,0,1,1,103.59,1.2,0.033279361591395364,3
50.0,1,46.0,1,1,1,2,2,90.47,4149.54,0,1,1,0,180.94,0.92,0.021802416653412187,3
39.0,0,39.0,0,1,0,1,2,106.34,4147.89,1,1,0,0,106.34,1.0,0.025637131167895,1
20.0,0,21.0,1,1,1,1,0,22.07,475.02,1,0,0,0,22.07,1.05,0.04646120163361543,3
63.0,0,56.0,1,0,0,0,2,86.81,4861.65,0,1,0,1,0.0,0.8888888888888888,0.017856077669104114,1
54.0,1,65.0,1,0,1,0,0,89.29,5800.8,0,1,0,0,0.0,1.2037037037037037,0.015392704454557992,2
33.0,0,2.0,0,0,0,1,2,73.06,136.45,1,1,1,0,73.06,0.06060606060606061,0.5354342249908391,0
61.0,1,49.0,1,0,1,0,0,70.04,3417.06,0,0,0,0,0.0,0.8032786885245902,0.02049715252292907,2
42.0,1,14.0,1,1,1,0,2,38.79,527.51,0,0,1,1,0.0,0.3333333333333333,0.07353415101135523,3
61.0,0,1.0,1,1,1,0,2,39.34,38.59,1,1,1,1,0.0,0.01639344262295082,1.0194350868100543,3
52.0,1,34.0,0,1,1,0,3,114.26,3883.06,1,0,0,1,0.0,0.6538461538461539,0.029425247098937436,2
38.0,0,43.0,1,1,1,0,2,71.54,3080.6,0,1,0,0,0.0,1.131578947368421,0.02322274881516588,3
36.0,1,49.0,1,1,0,0,0,116.68,5704.19,0,0,0,0,0.0,1.3611111111111112,0.020455139117035025,2
21.0,0,8.0,1,0,1,0,3,75.44,591.31,0,0,0,1,0.0,0.38095238095238093,0.12758113341563648,2
69.0,0,55.0,1,1,1,0,3,104.8,5755.37,0,1,0,0,0.0,0.7971014492753623,0.018209081258025114,3
46.0,1,46.0,0,1,1,1,3,51.06,2343.85,0,1,0,0,51.06,1.0,0.021784670520724452,2
67.0,1,55.0,1,0,1,0,2,24.0,1329.82,0,0,1,0,0.0,0.8208955223880597,0.018047555308237206,2
47.0,1,2.0,0,1,0,1,3,20.48,44.64,1,1,1,0,20.48,0.0425531914893617,0.45878136200716846,1
57.0,0,41.0,1,1,1,0,0,69.59,2121.25,1,1,0,0,0.0,0.7192982456140351,0.032806128461991754,3
28.0,1,51.0,1,1,0,1,3,71.54,3647.63,1,1,0,0,71.54,1.8214285714285714,0.019612734844268745,2
61.0,1,20.0,1,1,0,0,0,82.92,1663.08,0,1,1,0,0.0,0.32786885245901637,0.04985929720759074,2
40.0,1,53.0,1,1,0,2,0,92.32,4892.28,0,0,0,1,184.64,1.325,0.01887054706598968,2
18.0,1,39.0,1,1,1,0,2,72.34,2830.39,1,1,0,1,0.0,2.1666666666666665,0.025558315285172717,3
35.0,1,60.0,0,1,0,2,3,117.46,7050.11,1,0,1,1,234.92,1.7142857142857142,0.016660732953102858,1
56.0,0,29.0,0,0,0,0,3,50.19,1444.66,0,0,0,1,0.0,0.5178571428571429,0.034741738540556254,0
68.0,0,68.0,1,1,0,0,0,88.84,6041.87,1,1,0,0,0.0,1.0,0.014704056856569241,2
54.0,0,18.0,0,1,0,0,2,77.94,1399.43,0,1,0,0,0.0,0.3333333333333333,0.05569410402806857,1
32.0,0,36.0,1,0,1,0,2,64.94,2342.46,0,1,0,1,0.0,1.125,0.02772299206816765,2
68.0,1,33.0,0,1,0,2,0,46.34,1529.7,0,1,0,0,92.68,0.4852941176470588,0.03029352160554357,1
32.0,1,47.0,1,1,1,2,3,47.93,2253.15,1,0,0,1,95.86,1.46875,0.021272440805095088,3
52.0,0,25.0,1,0,1,1,0,70.18,1757.62,0,0,0,0,70.18,0.4807692307692308,0.03992899489081827,2
57.0,1,66.0,0,1,0,0,3,34.09,2259.83,1,1,1,0,0.0,1.1578947368421053,0.015085205524309352,1
63.0,0,43.0,1,0,1,2,3,73.73,3156.02,1,0,1,0,147.46,0.6825396825396826,0.02336170239732321,2
29.0,0,38.0,0,1,0,2,0,119.66,4566.17,1,0,1,1,239.32,1.3103448275862069,0.02620576982460136,1
43.65553060078607,1,11.0,0,0,0,0,3,106.39,1160.53,1,0,0,1,0.0,0.25197265612439795,0.09167363187509156,0
28.0,1,1.0,1,1,0,0,2,51.6,43.17,1,1,0,0,0.0,0.03571428571428571,1.1952744961779014,2
45.0,1,67.0,0,1,1,2,2,84.4,5664.01,1,1,0,1,168.8,1.488888888888889,0.014901103635057141,2
25.0,1,69.0,0,1,1,0,3,22.87,1593.82,0,0,0,1,0.0,2.76,0.014349173683351948,2
29.0,1,3.0,0,1,1,0,2,97.37,300.58,1,0,0,0,0.0,0.10344827586206896,0.323940381928272,2
54.0,1,24.0,1,1,1,0,1,51.68,1233.97,0,1,1,1,0.0,0.4444444444444444,0.04188108300850102,3
55.0,1,8.0,0,1,0,0,0,118.02,950.72,0,1,1,1,0.0,0.14545454545454545,0.1241374957926624,1
53.0,0,21.0,0,0,1,0,2,109.72,2312.44,0,0,1,1,0.0,0.39622641509433965,0.04744771756240162,1
42.0,1,12.0,0,1,1,0,0,38.86,481.12,1,0,0,1,0.0,0.2857142857142857,0.0807698703026272,2
43.0,1,44.0,1,0,0,0,2,39.09,1706.37,1,0,1,1,0.0,1.0232558139534884,0.02290827897818176,1
69.0,1,25.0,1,0,1,1,3,31.98,803.31,1,1,1,0,31.98,0.36231884057971014,0.03981028494603578,2
63.0,0,29.0,1,0,1,2,2,113.48,3306.35,0,0,1,1,226.96,0.4603174603174603,0.03432183525640056,2
49.0,0,18.0,0,0,1,2,2,40.02,722.08,0,0,1,1,80.04,0.3673469387755102,0.055423221803678265,1
50.0,1,19.0,1,1,0,0,2,99.61,1898.38,0,0,0,1,0.0,0.38,0.05247105426732266,2
47.0,1,19.0,1,1,1,0,2,111.98,2114.77,1,1,0,1,0.0,0.40425531914893614,0.05295138478416093,3
19.0,0,41.0,1,0,0,0,3,26.77,1110.33,1,0,0,1,0.0,2.1578947368421053,0.024109949294353932,1
33.0,1,50.0,1,1,1,1,2,119.88,6017.54,1,0,0,0,119.88,1.5151515151515151,0.019921762048943588,3
47.0,1,48.0,1,1,0,0,1,25.48,1211.22,1,1,0,0,0.0,1.0212765957446808,0.02103664074239197,2
40.0,1,51.0,1,1,1,2,1,59.16,3016.11,0,1,0,0,118.32,1.275,0.01961466922625501,3
67.0,1,4.0,1,1,0,0,2,50.48,201.8,0,1,0,0,0.0,0.05970149253731343,0.25014866204162534,2
37.0,1,42.0,1,0,0,1,3,83.68,3506.92,1,0,1,0,83.68,1.135135135135135,0.023861394043776307,1
39.0,1,55.0,1,1,1,2,2,41.68,2288.16,1,0,1,0,83.36,1.4102564102564104,0.018215509404936717,3
40.0,0,3.0,1,1,0,0,0,43.74,128.66,1,1,1,1,0.0,0.075,0.33996580133685683,2
41.0,0,10.0,1,1,0,0,3,72.8,716.77,1,0,0,0,0.0,0.24390243902439024,0.10156675084057647,2
29.0,0,3.0,1,1,1,0,1,58.66,175.97,1,1,1,0,0.0,0.10344827586206896,0.3333522759561289,3
29.0,1,3.0,0,1,1,2,1,21.98,76.26,0,1,1,0,43.96,0.10344827586206896,0.2882244951481773,2
43.65553060078607,0,21.0,1,1,0,2,0,75.39,1596.01,1,1,0,0,150.78,0.48103870714657787,0.047236546136928965,2
57.0,0,61.0,1,1,0,2,2,101.21,6182.51,1,1,1,0,202.42,1.0701754385964912,0.01637037384492706,2
49.0,1,29.0,1,1,1,0,2,67.74,2132.26,0,0,0,1,0.0,0.5918367346938775,0.03176910883288154,3
26.0,1,14.0,1,1,0,0,0,112.82,1574.33,0,0,0,0,0.0,0.5384615384615384,0.0716622309172791,2
43.65553060078607,0,53.0,1,1,0,2,0,64.76,3436.66,1,1,0,1,129.52,1.2140500704175536,0.018843877485698327,2
43.65553060078607,1,55.0,0,1,1,0,2,35.97,1979.63,1,0,0,0,0.0,1.2598632806219896,0.01817006208230831,2
55.0,0,60.0,0,0,0,1,2,33.15,1989.17,0,0,0,1,33.15,1.0909090909090908,0.016665242286984017,0
33.0,1,60.0,1,1,1,0,2,106.93,6420.46,0,1,0,0,0.0,1.8181818181818181,0.016654569921781305,3
25.0,1,62.0,0,1,0,0,3,44.41,2755.76,1,1,0,0,0.0,2.48,0.016115336604058405,1
63.0,1,49.0,1,1,1,0,2,69.24,3390.27,1,1,0,0,0.0,0.7777777777777778,0.020423152138325264,3
38.0,1,64.0,0,1,0,2,0,102.52,6547.5,1,0,0,0,205.04,1.6842105263157894,0.015657884688812525,1
68.0,1,23.0,1,1,0,0,3,76.67,1761.77,1,1,1,0,0.0,0.3382352941176471,0.043518734000465444,2
53.0,1,22.0,1,1,1,0,2,39.81,876.72,0,0,0,0,0.0,0.41509433962264153,0.04540788393101561,3
68.0,0,23.0,0,0,1,2,3,51.78,1215.13,1,0,0,1,103.56,0.3382352941176471,0.042612724564449894,1
48.0,0,30.0,1,0,1,0,2,88.9,2677.3,1,1,1,0,0.0,0.625,0.03320509468494379,2
38.0,1,52.0,1,1,1,1,0,20.59,1068.4,0,1,0,1,20.59,1.368421052631579,0.01927180831149382,3
24.0,1,62.0,0,1,1,0,3,60.21,3730.92,1,1,1,0,0.0,2.5833333333333335,0.016138110707278632,2
46.0,0,66.0,0,0,1,0,3,94.89,6252.25,0,1,1,0,0.0,1.434782608695652,0.015176936302930944,1
27.0,0,59.0,0,0,1,0,3,72.27,4288.72,1,0,1,0,0.0,2.185185185185185,0.01685118170456453,1
21.0,0,21.0,1,1,0,1,2,94.79,1984.87,1,1,0,0,94.79,1.0,0.04775627622967751,2
28.0,0,56.0,1,1,1,0,2,33.46,1866.79,0,0,1,0,0.0,2.0,0.017923815747888087,3
48.0,1,49.0,0,1,0,2,2,58.85,2896.78,1,1,0,1,117.7,1.0208333333333333,0.020315660837205447,1
30.0,1,57.0,1,1,0,0,1,45.36,2583.65,0,1,0,0,0.0,1.9,0.017556557583263986,2
22.0,0,17.0,0,1,0,0,1,100.42,1706.84,0,0,0,0,0.0,0.7727272727272727,0.05883386843523705,1
69.0,1,55.0,0,0,0,2,2,50.81,2789.14,0,1,0,0,101.62,0.7971014492753623,0.018217084836186066,0
43.65553060078607,1,22.0,1,1,0,0,0,100.29,2229.88,0,1,1,0,0.0,0.5039453122487959,0.04497551437745529,2
67.0,1,70.0,1,1,0,0,0,39.19,2741.02,1,0,1,1,0.0,1.044776119402985,0.01429759724482127,2
64.0,0,3.0,1,1,1,1,1,57.0,178.74,0,0,0,0,57.0,0.046875,0.31889895938234303,3
45.0,1,52.0,1,1,1,2,0,52.34,2718.82,1,1,1,1,104.68,1.1555555555555554,0.019250998594978704,3
66.0,0,23.0,1,1,1,0,1,66.72,1538.61,0,1,0,0,0.0,0.3484848484848485,0.04336381539181469,3
50.0,0,26.0,1,0,1,0,3,61.99,1618.1,0,0,1,0,0.0,0.52,0.038310364007168904,2
69.0,1,26.0,1,0,1,1,2,69.59,2132.26,0,1,1,1,69.59,0.37681159420289856,0.032636732856218285,2
58.0,0,13.0,1,1,1,0,2,100.07,1279.88,1,0,0,0,0.0,0.22413793103448276,0.0781870175328937,3
23.0,1,54.0,1,0,0,1,3,116.54,6291.38,1,0,0,0,116.54,2.347826086956522,0.018523757903671372,1
33.0,0,56.0,1,0,0,2,2,64.56,3596.92,1,0,1,1,129.12,1.696969696969697,0.017948689434293785,1
